customer_id,customer_name,phone,city,customer_type
72,Mohanlal Handa,+910464455,Guntur,Regular
73,Nitya Anne,0163357431,Nellore,Regular
74,Mahika Sridhar,+917255406,Kurnool,Corporate
75,Armaan Ghosh,+912409153,Hyderabad,Regular
76,Jivika Sodhi,+917290592,Kurnool,Regular
77,Gokul Sarkar,0965773110,Visakhapatnam,Corporate
78,Lakshit Dayal,+917123045,Tirupati,Regular
79,Taran Bhat,6319153304,Tirupati,Corporate
80,Zeeshan Yohannan,+919540837,Kurnool,Corporate
81,Faiyaz Kapoor,0451512753,Rajahmundry,Regular
82,Raunak Solanki,0406177728,Tirupati,Regular
83,Advika Sridhar,4210842205,Ongole,Regular
84,Vihaan Kapadia,3012361720,Guntur,Tourist
85,Emir Acharya,+910077401,Kurnool,Regular
86,Divit Ram,0030204379,Rajahmundry,Regular
87,Kabir Chaudhary,+913825315,Hyderabad,Tourist
88,Shaan Sankar,0826653095,Nellore,Corporate
89,Hunar Wason,0529542216,Visakhapatnam,Tourist
90,Vihaan Lall,0400918597,Ongole,Regular
91,Prerak Boase,+914790999,Kurnool,Regular
92,Ahana  Bhatti,0479672584,Nellore,Corporate
93,Aniruddh Chopra,0661416769,Guntur,Corporate
94,Renee Kari,+914211126,Nellore,Tourist
95,Kartik Warrior,3606927859,Guntur,Regular
96,Pihu Mahajan,7517873005,Rajahmundry,Regular
97,Siya Basu,+917919304,Tirupati,Tourist
98,Aarush Deshmukh,+916060086,Nellore,Tourist
99,Anay Garde,+918978397,Tirupati,Tourist
100,Jivin Ray,+916946101,Kurnool,Corporate
101,Ivana Lad,0134354898,Rajahmundry,Regular
102,Charvi Konda,8299382021,Hyderabad,Tourist
103,Anvi Rajan,+919527956,Hyderabad,Corporate
104,Damini Gill,0179390775,Nellore,Corporate
105,Jhanvi Doctor,0356209501,Kurnool,Regular
106,Shamik Hora,9083794837,Nellore,Tourist
107,Anay Master,0730738016,Vijayawada,Tourist
108,Vedika Raval,0461539071,Visakhapatnam,Regular
109,Vanya Kurian,0642913441,Vijayawada,Regular
110,Kimaya Kala,+912993579,Vijayawada,Regular
111,Anahita Khanna,0333096255,Tirupati,Corporate
112,Ishaan Balakrishnan,0149696532,Visakhapatnam,Corporate
113,Vidur Sami,0142092835,Kurnool,Tourist
114,Ela Devan,0278977548,Guntur,Tourist
115,Dishani Sangha,0229996487,Tirupati,Corporate
116,Aarush Sekhon,0068526301,Rajahmundry,Tourist
117,Purab Raju,0706067524,Rajahmundry,Tourist
118,Faiyaz Sampath,9866924120,Vijayawada,Tourist
119,Rohan Chaudhary,+911763666,Tirupati,Tourist
120,Shanaya Shenoy,+910821525,Hyderabad,Corporate
121,Stuvan Amble,2730815031,Tirupati,Regular
122,Dhruv Kaul,+916612830,Kurnool,Corporate
123,Aarav Sur,0288100743,Guntur,Regular
124,Miraya Subramaniam,0635510761,Tirupati,Regular
125,Jiya Thaman,0499111410,Ongole,Tourist
126,Emir Sibal,6091648919,Vijayawada,Corporate
127,Vedika Sood,0249208117,Kurnool,Corporate
128,Jivika Deshpande,0338921317,Ongole,Corporate
129,Shamik Sahota,+911748268,Ongole,Tourist
130,Aarav Sura,3031232469,Guntur,Corporate
131,Ishita Ghosh,+919198039,Tirupati,Regular
132,Armaan Seth,6204453188,Vijayawada,Regular
133,Taimur Sawhney,+915487564,Nellore,Tourist
134,Darshit Batta,0386321871,Visakhapatnam,Tourist
135,Dishani Swamy,0234332836,Vijayawada,Corporate
136,Prerak Doshi,+910440996,Hyderabad,Corporate
137,Eva Bhalla,5152865069,Ongole,Regular
138,Neysa Bail,4192786393,Kurnool,Corporate
139,Aarna Apte,+919657565,Kurnool,Regular
140,Kabir Ravi,0597020625,Kurnool,Regular
141,Adira Chawla,3812279295,Vijayawada,Corporate
142,Uthkarsh Borra,7106656122,Rajahmundry,Regular
143,Emir Das,2229601167,Tirupati,Corporate
144,Hazel Zacharia,0464570368,Guntur,Corporate
145,Pihu Loke,2780874018,Tirupati,Regular
146,Rhea Malhotra,0718836039,Nellore,Corporate
147,Veer Chad,1380716459,Ongole,Regular
148,Miraya Dass,6761819685,Nellore,Regular
149,Aarna Kala,9881648369,Visakhapatnam,Tourist
150,Heer Garde,0592715928,Tirupati,Corporate
151,Umang Bath,+914590406,Guntur,Regular
152,Yasmin Bhasin,6647513071,Kurnool,Regular
153,Advik Subramaniam,0347485952,Visakhapatnam,Regular
154,Kashvi Chakrabarti,0718255096,Visakhapatnam,Corporate
155,Vaibhav Kashyap,0198365790,Hyderabad,Corporate
156,Shlok Dugal,3711065852,Tirupati,Corporate
157,Yashvi Sandhu,8973654067,Ongole,Corporate
158,Nitya Mall,5826887626,Kurnool,Corporate
159,Ivana Shukla,+914107877,Nellore,Regular
160,Aarush Khanna,0445570551,Ongole,Tourist
161,Piya Sankar,5803718244,Hyderabad,Regular
162,Emir Char,+916428048,Ongole,Tourist
163,Shalv Edwin,0036454748,Guntur,Regular
164,Umang Sawhney,0521389037,Ongole,Corporate
165,Lakshit Thaker,0860312947,Kurnool,Corporate
166,Devansh Barman,+916738891,Visakhapatnam,Regular
167,Mannat Hari,7379078241,Vijayawada,Regular
168,Vanya Iyer,0399310024,Visakhapatnam,Tourist
169,Jayan Dyal,7231820991,Kurnool,Corporate
170,Kiara Mahajan,0474638732,Tirupati,Tourist
171,Bhavin Mannan,0143199726,Hyderabad,Tourist
172,Vivaan Yohannan,4496257218,Nellore,Tourist
173,Nayantara Lanka,0045116546,Ongole,Corporate
174,Samarth Borde,9000313918,Rajahmundry,Corporate
175,Madhav Khosla,6114459150,Kurnool,Corporate
176,Shamik Gera,0067191927,Vijayawada,Corporate
177,Parinaaz Batta,+917979590,Visakhapatnam,Corporate
178,Jhanvi Solanki,6674133566,Guntur,Corporate
179,Raunak Bhardwaj,+911230796,Ongole,Regular
180,Bhavin Garg,3219859439,Rajahmundry,Tourist
181,Ela Behl,+910281622,Nellore,Corporate
182,Diya Chada,9872136554,Tirupati,Corporate
183,Emir Bora,+912297609,Hyderabad,Tourist
184,Nitya Wali,0100504904,Nellore,Tourist
185,Nirvaan Bali,+914417282,Rajahmundry,Corporate
186,Saanvi Dyal,6629505498,Guntur,Regular
187,Shayak Bath,0168709161,Kurnool,Regular
188,Zeeshan Mangal,+916243835,Ongole,Corporate
189,Aayush Borra,+917787311,Visakhapatnam,Tourist
190,Romil Deshmukh,0005370771,Hyderabad,Corporate
191,Myra Khosla,+912292688,Guntur,Regular
192,Eva Varghese,+918636816,Vijayawada,Tourist
193,Romil Baria,+910606205,Nellore,Corporate
194,Kiara Goda,+910683945,Guntur,Corporate
195,Nirvaan Kumar,+918317766,Visakhapatnam,Tourist
196,Hrishita Sama,0570853326,Rajahmundry,Tourist
197,Faiyaz Vig,0424481808,Visakhapatnam,Tourist
198,Misha Anne,2866709890,Tirupati,Tourist
199,Taimur Bhatti,2476281902,Tirupati,Corporate
200,Dhanuk Kaul,+915452962,Rajahmundry,Corporate
201,Farhan Chanda,0752436091,Tirupati,Regular
202,Devansh Bhandari,0435761686,Hyderabad,Tourist
203,Rati Gill,+918924680,Tirupati,Corporate
204,Anvi Dani,0419477582,Ongole,Tourist
205,Vivaan Basak,+911950029,Visakhapatnam,Regular
206,Abram Ranganathan,4001216837,Visakhapatnam,Corporate
207,Madhav Sekhon,0396128070,Hyderabad,Corporate
208,Shamik Batta,+916506704,Nellore,Corporate
209,Shayak Dhaliwal,9099148972,Hyderabad,Corporate
210,Kismat Tak,8179698982,Rajahmundry,Tourist
211,Hansh Verma,0108314118,Hyderabad,Tourist
212,Vihaan Srivastava,+918727974,Visakhapatnam,Tourist
213,Sumer Bhargava,+914246016,Visakhapatnam,Tourist
214,Mannat Jhaveri,+916782199,Tirupati,Corporate
215,Zeeshan Dixit,0273660974,Nellore,Corporate
216,Yakshit Bhatnagar,+919711130,Ongole,Tourist
217,Onkar Gokhale,3816826933,Tirupati,Tourist
218,Ehsaan Yogi,+915943503,Rajahmundry,Regular
219,Chirag Batra,+918111917,Kurnool,Tourist
220,Saanvi Chowdhury,8704774478,Kurnool,Tourist
221,Pranay Chauhan,2049540882,Kurnool,Corporate
222,Misha Chaudhary,+916500612,Tirupati,Tourist
223,Anaya Wason,0131395379,Kurnool,Tourist
224,Alisha Khosla,+913011468,Guntur,Tourist
225,Badal Gour,5687391216,Ongole,Corporate
226,Sana Sengupta,+918286264,Hyderabad,Corporate
227,Reyansh Yogi,+910985348,Tirupati,Corporate
228,Rohan Dua,+915961804,Rajahmundry,Corporate
229,Ritvik Gour,+917705658,Vijayawada,Tourist
230,Lavanya Kale,+911974126,Hyderabad,Tourist
231,Jayant Bali,0837495320,Hyderabad,Tourist
232,Yuvraj  Thakur,+918850631,Vijayawada,Regular
233,Shamik Thaker,+914645133,Nellore,Regular
234,Amani Buch,5309917921,Visakhapatnam,Regular
235,Priyansh Bora,1481368076,Guntur,Tourist
236,Elakshi Goswami,0715155715,Ongole,Corporate
237,Divit Chaudhari,0111600827,Nellore,Tourist
238,Eva Kumar,+914993670,Tirupati,Regular
239,Vardaniya Kanda,2397628959,Kurnool,Regular
240,Advika Kibe,+917507150,Rajahmundry,Corporate
241,Devansh Biswas,0419881172,Nellore,Corporate
242,Fateh Keer,0214858687,Tirupati,Tourist
243,Gokul Agarwal,0784459487,Guntur,Tourist
244,Rasha Savant,+913381070,Hyderabad,Regular
245,Tushar Varkey,+918743494,Guntur,Tourist
246,Ayesha Joshi,0153362610,Nellore,Tourist
247,Aniruddh Jha,0510666451,Vijayawada,Tourist
248,Hazel Swamy,0216419751,Rajahmundry,Regular
249,Stuvan Gour,6438251489,Guntur,Tourist
250,Prerak Rastogi,4253624413,Ongole,Tourist
251,Hazel Bassi,3323207912,Vijayawada,Tourist
252,Tarini Karpe,8547856901,Vijayawada,Regular
253,Arnav Bhavsar,+913919260,Rajahmundry,Corporate
254,Ryan Saxena,0258933783,Ongole,Regular
255,Shayak Chadha,+914821882,Tirupati,Regular
256,Rati Bahri,0285462442,Rajahmundry,Regular
257,Ela Shanker,7921936759,Nellore,Regular
258,Farhan Gill,+913162028,Guntur,Tourist
259,Jayant Hari,1946415853,Kurnool,Regular
260,Darshit Suresh,8677257166,Ongole,Tourist
261,Ojas Ramachandran,9653660638,Ongole,Corporate
262,Aarush Shroff,0294001629,Tirupati,Tourist
263,Jayan Golla,0459706008,Nellore,Regular
264,Divit Bhatia,8040400902,Guntur,Tourist
265,Diya Amble,4615799790,Nellore,Corporate
266,Hiran Sahni,8579176247,Tirupati,Tourist
267,Taran Virk,5534524483,Visakhapatnam,Corporate
268,Vidur Sengupta,+913929812,Guntur,Tourist
269,Diya Bedi,7283530491,Kurnool,Tourist
270,Ishita Baral,0614311547,Guntur,Regular
271,Oorja Kumar,9597187561,Tirupati,Regular
272,Neelofar Tak,0140261006,Kurnool,Regular
273,Sara Talwar,8943738726,Hyderabad,Corporate
274,Seher Kurian,3283306307,Hyderabad,Tourist
275,Hansh Rastogi,5601417297,Visakhapatnam,Corporate
276,Misha Issac,0773788834,Visakhapatnam,Regular
277,Jayesh Rau,0775663290,Hyderabad,Tourist
278,Raunak Mangal,+910476686,Ongole,Regular
279,Aarush Wable,0883164849,Ongole,Corporate
280,Aaina Bose,0832282355,Vijayawada,Tourist
281,Bhavin Kalla,+912518033,Tirupati,Tourist
282,Inaaya  Amble,0689367515,Visakhapatnam,Regular
283,Vardaniya Choudhry,8236838794,Kurnool,Tourist
284,Jivika Chandran,4933954631,Rajahmundry,Regular
285,Abram Barad,9070364413,Rajahmundry,Corporate
286,Aniruddh Ganguly,0607934783,Guntur,Tourist
287,Shray Mahajan,1691870668,Ongole,Tourist
288,Jayant Bhakta,+918268685,Rajahmundry,Regular
289,Hrishita Dey,0289982246,Rajahmundry,Tourist
290,Ryan Cherian,+917047064,Tirupati,Tourist
291,Rhea Kala,+910777851,Hyderabad,Regular
292,Aniruddh Cheema,+917195050,Ongole,Tourist
293,Nayantara Dalal,2726219942,Nellore,Corporate
294,Saksham Chawla,0020207373,Vijayawada,Regular
295,Ishaan Raman,1297390557,Guntur,Corporate
296,Sana Kade,0045351194,Ongole,Corporate
297,Anaya Kumer,0075829307,Ongole,Tourist
298,Vedika Sha,+915337497,Ongole,Tourist
299,Ehsaan Chana,0807451697,Ongole,Tourist
300,Aradhya Mani,+916917908,Hyderabad,Corporate
301,Umang Varughese,0330957509,Guntur,Tourist
302,Khushi Bhasin,0131149280,Hyderabad,Regular
303,Nayantara Konda,0460313230,Guntur,Corporate
304,Anvi Sawhney,3770014713,Ongole,Regular
305,Jayan Chhabra,+911906034,Tirupati,Tourist
306,Amani Shetty,+911655667,Nellore,Tourist
307,Nitya Bansal,+911027954,Visakhapatnam,Tourist
308,Nitara Sekhon,7485898530,Guntur,Corporate
309,Dhruv Kapur,0531225399,Visakhapatnam,Tourist
310,Anika Acharya,9222323568,Visakhapatnam,Corporate
311,Tara Jhaveri,0652749714,Vijayawada,Regular
312,Siya Dhingra,2468283182,Nellore,Tourist
313,Sana Cherian,+917980958,Guntur,Corporate
314,Anahita Amble,9213370863,Hyderabad,Corporate
315,Elakshi Kar,0956026525,Nellore,Corporate
316,Kanav Ramesh,0882630121,Kurnool,Corporate
317,Kanav Sharaf,0239536795,Tirupati,Tourist
318,Jayant Chanda,+911825070,Nellore,Regular
319,Damini Bali,0951644926,Tirupati,Corporate
320,Faiyaz Kalla,0347731408,Kurnool,Regular
321,Gokul Iyengar,3665287885,Vijayawada,Tourist
322,Vanya Viswanathan,0700701055,Visakhapatnam,Regular
323,Dhruv Kakar,0093440051,Ongole,Regular
324,Sara Bhat,0351380798,Rajahmundry,Regular
325,Navya Manne,0820253440,Guntur,Tourist
326,Kiaan Krishnan,+914160830,Kurnool,Corporate
327,Kimaya Bhatia,0949857119,Ongole,Regular
328,Riaan Bassi,+911928465,Tirupati,Corporate
329,Vidur Bawa,+910097877,Rajahmundry,Regular
330,Amira Mallick,0402728184,Vijayawada,Regular
331,Khushi Hayer,7771063442,Rajahmundry,Tourist
332,Ahana  Saraf,1413188469,Hyderabad,Corporate
333,Armaan Badal,+910835059,Guntur,Tourist
334,Madhup Baria,0344275999,Nellore,Corporate
335,Lavanya Suresh,0229346459,Vijayawada,Tourist
336,Yakshit Ram,0885084169,Nellore,Regular
337,Romil Chaudhry,0126118557,Kurnool,Regular
338,Zoya Kumer,4570258744,Ongole,Regular
339,Vedika Bhagat,4207134551,Tirupati,Regular
340,Gatik Swaminathan,1199722171,Vijayawada,Tourist
341,Hiran Dara,6648664692,Nellore,Tourist
342,Tarini Sani,0601413548,Visakhapatnam,Regular
343,Jayant Shroff,+919975973,Ongole,Tourist
344,Lakshit Basak,0659542944,Vijayawada,Tourist
345,Ehsaan Samra,0595516734,Rajahmundry,Tourist
346,Rasha Balan,1075317768,Guntur,Corporate
347,Nirvaan Talwar,0560866767,Hyderabad,Tourist
348,Darshit Yogi,0469704921,Tirupati,Tourist
349,Dishani Batta,0475530071,Visakhapatnam,Tourist
350,Jivin Ramachandran,0127823473,Guntur,Corporate
351,Ojas Choudhry,4540767165,Kurnool,Corporate
352,Eva Kakar,3971121682,Guntur,Regular
353,Ritvik Warrior,3725682992,Tirupati,Corporate
354,Samiha Bumb,+919783817,Tirupati,Tourist
355,Dhruv Goel,0381989678,Tirupati,Corporate
356,Bhamini Lata,0574082800,Kurnool,Tourist
357,Nishith Gopal,0085909206,Rajahmundry,Regular
358,Himmat Sundaram,8294671239,Ongole,Regular
359,Ira Jhaveri,+911207390,Visakhapatnam,Tourist
360,Saksham Golla,1145048037,Rajahmundry,Corporate
361,Piya Kaul,+917133594,Nellore,Tourist
362,Aarna Chopra,0743902700,Vijayawada,Regular
363,Indrajit Saraf,+911629922,Hyderabad,Tourist
364,Dharmajan Kapoor,2013199858,Hyderabad,Tourist
365,Shamik Kade,+916345975,Hyderabad,Regular
366,Dhanush Solanki,0688723786,Guntur,Regular
367,Vanya Kurian,0369908893,Vijayawada,Tourist
368,Indranil Sharaf,2449636252,Kurnool,Tourist
369,Jivin Garde,0432465644,Nellore,Tourist
370,Yuvaan Keer,0926246026,Ongole,Corporate
371,Adah Chanda,+912984707,Nellore,Regular
372,Adah Srinivasan,0035093180,Kurnool,Corporate
373,Pari Vaidya,+911525162,Ongole,Regular
374,Vidur Manda,8972021460,Guntur,Regular
375,Kiaan Manda,6737322009,Tirupati,Corporate
376,Pranay Garg,+919459100,Hyderabad,Regular
377,Samaira Mand,0876813160,Rajahmundry,Corporate
378,Rati Bir,5742893070,Visakhapatnam,Regular
379,Zaina Talwar,0308588575,Rajahmundry,Regular
380,Samaira Sagar,0473208811,Visakhapatnam,Corporate
381,Arhaan Dixit,0259823894,Tirupati,Regular
382,Neysa Mander,+917891613,Rajahmundry,Corporate
383,Nakul Doshi,4602774672,Nellore,Regular
384,Aarna Ravi,4918975908,Nellore,Corporate
385,Jivika Sankar,+912443812,Kurnool,Corporate
386,Sara Vora,5719309951,Hyderabad,Regular
387,Ranbir Yadav,+917612849,Nellore,Regular
388,Divyansh Babu,+911738922,Rajahmundry,Regular
389,Tanya Goyal,0655670457,Kurnool,Corporate
390,Zoya Varma,0980872767,Nellore,Tourist
391,Priyansh Dalal,+915342574,Hyderabad,Tourist
392,Diya Deep,+918604424,Guntur,Tourist
393,Aarav Dara,+910436391,Ongole,Tourist
394,Reyansh Ratta,+911181448,Tirupati,Tourist
395,Tushar Balan,0310554541,Guntur,Tourist
396,Gatik Sami,+910112974,Hyderabad,Tourist
397,Ishita Khalsa,0552645112,Ongole,Tourist
398,Jiya Bobal,0832761929,Ongole,Tourist
399,Adah Ben,0876567429,Ongole,Tourist
400,Shlok Chaudhari,+914293324,Vijayawada,Regular
401,Indrans Sarna,1583580023,Guntur,Corporate
402,Alia Chander,9713937006,Tirupati,Corporate
403,Dishani Keer,0471155409,Nellore,Corporate
404,Aaryahi Dada,+918545961,Visakhapatnam,Corporate
405,Yuvaan Kade,+915349570,Tirupati,Corporate
406,Amani Talwar,0490731892,Hyderabad,Tourist
407,Myra Anne,+911877897,Ongole,Regular
408,Mamooty Chowdhury,0939786926,Visakhapatnam,Tourist
409,Dharmajan Sandal,0076376261,Vijayawada,Corporate
410,Neysa Ramanathan,0138182688,Hyderabad,Regular
411,Ira De,0300991911,Hyderabad,Tourist
412,Eva Brar,1839482065,Nellore,Regular
413,Stuvan Basak,0831343421,Tirupati,Regular
414,Lavanya Kale,0706469315,Tirupati,Corporate
415,Vardaniya Wadhwa,+911311072,Guntur,Regular
416,Romil Dey,3190955766,Ongole,Tourist
417,Ayesha Kanda,7540941700,Vijayawada,Tourist
418,Rati Lala,+911216224,Ongole,Tourist
419,Nehmat Basu,4308500969,Visakhapatnam,Tourist
420,Akarsh Grewal,+917405091,Kurnool,Tourist
421,Nakul Kuruvilla,0182562574,Rajahmundry,Regular
422,Indrans Borah,+918650023,Ongole,Corporate
423,Diya Chana,0977858531,Visakhapatnam,Tourist
424,Yashvi Sarin,+914302524,Kurnool,Corporate
425,Shalv Bava,+913931790,Ongole,Tourist
426,Pari Arora,0888653122,Nellore,Regular
427,Saanvi Madan,3776938644,Guntur,Regular
428,Veer Malhotra,+915256332,Guntur,Corporate
429,Jayan Bhavsar,1667348800,Visakhapatnam,Tourist
430,Misha Wable,0604299184,Visakhapatnam,Regular
431,Dhanuk Lall,+914644382,Rajahmundry,Regular
432,Mahika Bala,2930116785,Rajahmundry,Regular
433,Ranbir Madan,+913489812,Guntur,Tourist
434,Hridaan Singhal,+912279546,Tirupati,Regular
435,Indrans Varkey,0456165699,Nellore,Corporate
436,Mishti Agarwal,0064049814,Visakhapatnam,Corporate
437,Neysa Chaudhari,0874097193,Hyderabad,Regular
438,Anika Bhatti,6512734702,Visakhapatnam,Regular
439,Sana Basak,0132460191,Visakhapatnam,Tourist
440,Mishti Butala,0776293326,Visakhapatnam,Corporate
441,Eshani Dhingra,8904273944,Hyderabad,Regular
442,Sahil Venkatesh,8142033744,Nellore,Regular
443,Bhavin Gopal,0203690136,Guntur,Tourist
444,Adira Dhawan,0530356917,Vijayawada,Regular
445,Mishti Dhar,1474041865,Visakhapatnam,Corporate
446,Taran Agrawal,0029846509,Kurnool,Regular
447,Samiha Mane,0250571198,Tirupati,Tourist
448,Indrans Rastogi,0470392977,Visakhapatnam,Tourist
449,Yashvi Dalal,0875977076,Vijayawada,Regular
450,Drishya Luthra,0120654722,Guntur,Corporate
451,Adira Johal,0914096356,Guntur,Regular
452,Alia Chana,6657285313,Nellore,Corporate
453,Anahita Karan,0388674331,Visakhapatnam,Corporate
454,Saanvi Dua,+912310494,Guntur,Regular
455,Mahika Mall,0413742287,Hyderabad,Tourist
456,Biju Raval,0642518865,Visakhapatnam,Regular
457,Stuvan Kumer,+917010658,Tirupati,Regular
458,Yuvaan Chaudhry,+917616592,Vijayawada,Regular
459,Hansh Tak,+916592191,Ongole,Corporate
460,Prerak Tailor,+919701359,Nellore,Corporate
461,Drishya Savant,0985858663,Rajahmundry,Tourist
462,Anahi Sachdeva,3589806864,Visakhapatnam,Tourist
463,Purab Seshadri,0462942561,Visakhapatnam,Corporate
464,Sana Sawhney,0831813376,Kurnool,Regular
465,Oorja Som,+910627776,Ongole,Tourist
466,Eshani Bora,+912652478,Kurnool,Corporate
467,Hiran Karnik,0445301153,Visakhapatnam,Regular
468,Charvi Bora,9680198104,Rajahmundry,Tourist
469,Nirvi Ahuja,+916437517,Hyderabad,Regular
470,Ritvik Kara,+918052086,Ongole,Regular
471,Jayant Bhagat,5993711218,Guntur,Regular
472,Gatik Agrawal,+915390229,Vijayawada,Corporate
473,Zoya Ramanathan,9046686581,Tirupati,Tourist
474,Farhan Char,+913187882,Visakhapatnam,Regular
475,Yakshit Yadav,0979995238,Vijayawada,Tourist
476,Zain Atwal,0315545843,Ongole,Corporate
477,Aaryahi Upadhyay,7453207500,Tirupati,Tourist
478,Prerak Khare,0401756893,Visakhapatnam,Regular
479,Drishya Rana,5316005559,Tirupati,Tourist
480,Kiaan Subramanian,+912363228,Visakhapatnam,Regular
481,Azad Bhatti,3889030654,Nellore,Regular
482,Ira Ghose,0687943780,Kurnool,Corporate
483,Amira Kakar,+913137674,Guntur,Tourist
484,Azad Ben,2092968378,Tirupati,Corporate
485,Jayant Khalsa,0930474781,Rajahmundry,Tourist
486,Amira Samra,+919482123,Guntur,Corporate
487,Akarsh Mann,0223256900,Kurnool,Regular
488,Tanya Ramachandran,0952457627,Nellore,Corporate
489,Hansh Rege,0723579557,Tirupati,Tourist
490,Faiyaz Khanna,3640230548,Tirupati,Tourist
491,Nayantara Ravel,+919140993,Rajahmundry,Regular
492,Dhanuk Sampath,4195026825,Tirupati,Tourist
493,Pihu Dhar,0571444682,Tirupati,Corporate
494,Farhan Virk,0594283636,Ongole,Corporate
495,Vanya Atwal,7529029509,Guntur,Regular
496,Himmat Sur,+913296883,Nellore,Corporate
497,Vidur Ben,0593949993,Nellore,Corporate
498,Armaan Varghese,+916441431,Hyderabad,Corporate
499,Dhanuk Arora,0153261262,Vijayawada,Regular
500,Shamik Badami,0732527112,Kurnool,Corporate
501,Shaan Sandhu,5797844955,Hyderabad,Corporate
502,Mannat Chaudhry,+916440986,Rajahmundry,Tourist
503,Suhana Chacko,+912983513,Vijayawada,Regular
504,Tejas Mand,0884126717,Guntur,Tourist
505,Lagan Sathe,+914182821,Hyderabad,Tourist
506,Hansh Sunder,+911443337,Tirupati,Tourist
507,Madhav Warrior,+910197726,Vijayawada,Corporate
508,Kavya Joshi,0022223907,Kurnool,Regular
509,Nakul Gokhale,1121503201,Kurnool,Regular
510,Dharmajan Hayre,6893122888,Guntur,Regular
511,Advik Som,0004472789,Tirupati,Tourist
512,Elakshi Khalsa,+910228469,Vijayawada,Regular
513,Divyansh Reddy,+918103836,Rajahmundry,Tourist
514,Alia Roy,0978556753,Nellore,Tourist
